Brazil,Canada,Italy,SpainKorea,France,Israel,ChinaSingapore,SwedenFrance,Singapore,Germany,China,ChinaKorea,Poland,Spain,SpainFrance,Netherlands,Philippines,Indonesia,ChinaGermany,Korea,Thailand,ChinaFrance,ChinaIndonesia,Malaysia,Austria,ItalySingapore,Japan,ItalyIndonesia
6,6,6,3,6,6,3,6,24,7,25,3,6,12,3,6,6,12,5,36,6,3,3,24,6,3,12,3
